article group name;item number;article description;supplier;supplier's item number;EAN number 1;EAN number 2;EAN number 3;EAN number 4;EAN number 5;EAN number 6;retail price;currency code;RRP;availability (steps);mark new prices;price changes;deleted items;customs tariff number
Portable speakers;844011;HMDX Audio Jam Touch black;HMDX;HX-P550BK-EU;0031262064134;;;;;;22.25;EUR;39.99;10;;;;85279900
Portable speakers;844018;HMDX Audio Jam Touch red;HMDX;HX-P550RD-EU;0031262064127;;;;;;25.46;EUR;39.99;4;;;;85279900
Portable speakers;844025;HDMX Audio Jam Storm black;HMDX;HX-P740BK-EU;0031262064165;;;;;;63.69;EUR;99.99;1;;;;85279900
Portable speakers;845488;Easypix Bluetooth SoundBox black;Easypix;53104;4260041683877;;;;;;14.75;EUR;34.90;> 20;;;;85183095
Portable speakers;845509;Easypix Bluetooth SoundBox blue;Easypix;53103;4260041683860;;;;;;14.75;EUR;34.90;> 20;;;;85183095
Portable speakers;845516;Easypix Bluetooth SoundBox green;Easypix;53101;4260041683846;;;;;;14.75;EUR;34.90;> 20;;;;85183095
Portable speakers;845523;Easypix Bluetooth SoundBox pink;Easypix;53102;4260041683853;;;;;;14.75;EUR;34.90;> 30;;;;85183095
Portable speakers;845537;Easypix Bluetooth Soundbox white;Easypix;53100;4260041683839;;;;;;14.75;EUR;34.90;> 30;;;;85183095
Portable speakers;845558;Easypix SoundBar yellow;Easypix;53113;4260041684492;;;;;;21.83;EUR;49.90;> 10;;;;85183095
Portable speakers;845565;Easypix SoundBar red;Easypix;53110;4260041684461;;;;;;21.83;EUR;49.90;9;;;;85183095
Portable speakers;845572;Easypix Soundbar blue;Easypix;53111;4260041684478;;;;;;21.83;EUR;49.90;8;;;;85183095
Portable speakers;845579;Easypix SoundBar green;Easypix;53112;4260041684485;;;;;;21.83;EUR;49.90;> 10;;;;85183095
Portable speakers;848176;JVC SP-ABT1-D-E orange;JVC;SP-ABT1-D-E;4975769421853;;;;;;53.72;EUR;99.95;6;;;;85183095
Portable speakers;848197;JVC SP-ABT1-W-E white;JVC;SP-ABT1-W-E;4975769421846;;;;;;53.72;EUR;99.95;5;;;;85183095
Portable speakers;862323;Technaxx MusicMan Nano BT-X11 red;Technaxx;4476;4260101738998;;;;;;15.80;EUR;;4;;;;85183095
Portable speakers;862337;Logitech X100 black/grey;Logitech;2229137;5099206050532;;;;;;33.72;EUR;;> 40;;;;85183095
Portable speakers;864227;Fugoo Style;Fugoo;F6STSS01;0859065004368;8590650040096;;;;;136.73;EUR;189.99;> 30;;;;85182200900
Portable speakers;864241;Fugoo Sport;Fugoo;F6SPKG01;0859065004375;8590650040164;;;;;144.64;EUR;199.99;9;;;;85182200900
Portable speakers;864255;Fugoo Tough;Fugoo;F6TFKS01;0859065004382;8590650040232;;;;;167.24;EUR;239.99;> 20;;;;85182200900
Portable speakers;865235;Sony SRSX2B  black;Sony;SRSX2B.EU8;4905524973624;;;;;;76.33;EUR;119.99;3;;;;85182200
Portable speakers;868567;Sangean BluTab blue;Sangean;BLUTAB BLAU;4711317993300;;;;;;52.86;EUR;119.00;2;;;;85279900
Portable speakers;868574;Sangean BluTab grey;Sangean;BLUTAB GRAU;4711317993331;;;;;;52.86;EUR;119.00;9;;;;85279900
Portable speakers;868581;Sangean BluTab red;Sangean;BLUTAB ROT;4711317993348;;;;;;52.86;EUR;119.00;3;;;;85279900
Portable speakers;868588;Sangean BluTab yellow;Sangean;BLUTAB;4711317993355;;;;;;52.86;EUR;119.00;3;;;;85279900
Portable speakers;868595;Sangean BluPad silver;Sangean;BLUPAD SILBER;4711317993386;;;;;;109.75;EUR;199.00;0;;;;85279900
Portable speakers;870520;Lenco Boost-4;Lenco;BOOST4;8711902033424;;;;;;48.03;EUR;79.95;3;;;;85279900
Portable speakers;870527;Lenco Boost-6;Lenco;BOOST6;8711902033448;;;;;;69.85;EUR;119.00;0;;;;85279900
Portable speakers;870555;Lenco BTSW-1 City Romance white;Lenco;BTSW1 WHITE;8711902031147;;;;;;35.89;EUR;49.95;3;;;;85279900
Portable speakers;870562;Lenco BTSW-1 City Romance black;Lenco;BTSW1 BLACK;8711902031154;;;;;;35.89;EUR;49.95;3;;;;85279900
Portable speakers;870569;Lenco BTSW-2 Urban Style white;Lenco;BTSW2 WHITE;8711902031161;;;;;;35.89;EUR;49.95;3;;;;85279900
Portable speakers;870576;Lenco BTSW-2 Urban Style black;Lenco;BTSW2 BLACK;8711902031178;;;;;;35.89;EUR;49.95;1;;;;85279900
Portable speakers;872606;Soundmaster BT550BL blue;Soundmaster;BT550BL;4005425004097;;;;;;20.28;EUR;;4;;;;85279900
Portable speakers;872613;Soundmaster BT550GR green;Soundmaster;BT550GR;4005425004110;;;;;;20.28;EUR;29.95;5;;;;85279900
Portable speakers;872620;Soundmaster BT550SG silvergrey;Soundmaster;BT550SG;4005425004134;;;;;;20.28;EUR;29.95;8;;;;85279900
Portable speakers;882728;Blaupunkt BT 10e OR orange;Blaupunkt;9000010226;4047069004873;;;;;;23.41;EUR;99.95;> 30;;;;85182200
Portable speakers;884072;Easypix Bluetooth LED SoundCube;Easypix;53120;4260041684669;;;;;;28.91;EUR;54.90;> 10;;;;85183095
Portable speakers;884359;Beats Pill 2.0 silver;Beats;MH9L2ZM/A;0848447008124;8484470081240;;;;;145.41;EUR;199.95;0;;;;90318038
Portable speakers;888734;Bayan Audio Soundbook Wireless Portable Speaker Black;Bayan Audio;BSB1-55-BK-604;5060184456043;;;;;;118.07;EUR;169.00;> 10;;;;8518210090
Portable speakers;888741;Bayan Audio Soundbook Wireless Portable Speaker Silver;Bayan Audio;BSB1-55-WH-605;5060184456050;;;;;;118.07;EUR;169.00;> 30;;;;8518210090
Portable speakers;888748;Bayan Audio Soundbook X3 Wireless Speaker Black;Bayan Audio;BSB3-55-BK-608;5060184456081;;;;;;213.23;EUR;279.00;> 10;;;;8518210090
Portable speakers;888755;Bayan Audio Soundbook X3 Wireless Speaker Silver;Bayan Audio;BSB3-55-WH-609;5060184456098;;;;;;213.23;EUR;279.00;> 30;;;;8518210090
Portable speakers;888762;Bayan Audio Soundbook GO Black;Bayan Audio;BSBC-55-BK-620;5060184456203;;;;;;77.25;EUR;99.00;0;;;;8518210090
Portable speakers;888769;Bayan Audio Soundbook GO White;Bayan Audio;BSBC-55-WH-621;5060184456210;;;;;;77.25;EUR;99.00;> 20;;;;8518210090
Portable speakers;888776;Bayan Audio Soundbook GO Red;Bayan Audio;BSBC-55-RD-622;5060184456227;;;;;;77.25;EUR;99.00;> 20;;;;8518210090
Portable speakers;888783;Bayan Audio Soundbook GO Blue;Bayan Audio;BSBC-55-BL-623;5060184456234;;;;;;77.25;EUR;99.00;> 20;;;;8518210090
Portable speakers;888804;Bayan Audio SoundScene Solo Wireless Outdoor Speaker System;Bayan Audio;BS3S-55-GY-681;5060184456814;;;;;;179.18;EUR;239.99;0;;;;8518210090
Portable speakers;888811;Bayan Audio SoundScene Twin Wireless Outdoor Speaker System;Bayan Audio;BS3T-55-GY-682;5060184456821;;;;;;311.62;EUR;399.00;0;;;;8518210090
Portable speakers;896210;Logitech X300 black/brown;Logitech;1354641;5099206052505;;;;;;50.49;EUR;;> 20;;;;85183095
Video game consoles;102076;Nintendo Wii U Premium Pack black + Splatoon;Nintendo;2301432;0045496311896;;;;;;242.06;EUR;;0;;;;95045000
Video game consoles;102839;Nintendo Wii Mini Mario Kart Selects Bundle;Nintendo;2102749;0045496343262;;;;;;89.29;EUR;;9;;;;95045000
Video game consoles;102846;Nintendo Wii U Premium Pack + Mario Kart;Nintendo;2301049;0045496311612;;;;;;222.57;EUR;;> 300;;;;95045000
Video game consoles;106514;Nintendo New 3DS HW Xenoblade 3D + CP;Nintendo;2207132;0045496503444;;;;;;169.24;EUR;;> 40;;;;95045000
Video game consoles;106521;Nintendo New 3DS HW Monster Hunter 4 U. + CP;Nintendo;2207232;0045496503499;;;;;;169.24;EUR;;> 40;;;;95045000
Video game consoles;106528;Nintendo New 3DS HW Pokemon Alpha Sapphire + CP;Nintendo;2207332;0045496503550;;;;;;169.24;EUR;;4;;;;95045000
Video game consoles;110686;Sony Playstation 4 incl Batman:Arkham Knight USK 16;Sony;PS4 + BATMAN;0711719869931;;;;;;357.29;EUR;;8;;;;95045000
Video game consoles;118757;Sony Playstation 4 black 1TB Ultimate Player Edition;Sony;9859437TO;0711719859437;;;;;;326.60;EUR;;0;;;;95045000
Video game consoles;344078;Nintendo DSi black SET Dr. Kawashimas Brain Training;Nintendo;;;;;;;;136.36;EUR;;0;;;;95045000
Video game consoles;677677;Nintendo 3DS XL black;Nintendo;2202032;0045496501235;;;;;;143.87;EUR;;> 20;;;;95045000
Video game consoles;722330;Sony Playstation 4 500GB black;Sony;9268475;0711719268475;0711719436911;;;;;296.78;EUR;399.90;0;;;;95045000
Video game consoles;729498;Nintendo 2DS weiss-rot inkl. New Super Mario Bros 2;Nintendo;2202432;0045496501457;;;;;;91.71;EUR;;> 20;;;;95045000
Video game consoles;729519;Nintendo Wii U Premium Pack + Zelda The WindWaker HD;Nintendo;2300532;0045496311278;;;;;;238.44;EUR;;> 90;;;;95045000
Video game consoles;755832;Sony Playstation 3 Super Slim 12GB;Sony;9281382;0711719448112;;;;;;144.21;EUR;;> 20;;;;95045000
Video game consoles;807016;Nintendo Wii U Premium Pack + Mario Kart;Nintendo;2301132;0045496311599;0045496311698;;;;;242.06;EUR;;> 30;;;;95045000
Video game consoles;813533;Microsoft Xbox One 500GB console without Kinect;Microsoft;5C5-00007;0885370808339;0885370813340;;;;;268.61;EUR;399.00;> 100;;;;84713000
Video game consoles;817642;Nintendo 2DS white-red incl. New Super Mario Bros. 2;Nintendo;2203832;0045496502164;;;;;;104.72;EUR;;2;;;;95045000
Video game consoles;832804;Sony Playstation Vita 2000 Adventure Pack;Sony;9850212;0711719850212;;;;;;164.40;EUR;199.90;0;;;;95045000
Video game consoles;841512;Nintendo 3DS XL black/silver incl. Mario Kart 7;Nintendo;2204832;0045496502560;;;;;;150.19;EUR;;> 10;;;;95045000
Video game consoles;841526;Nintendo 3DS XL white incl. Tomodachi Life;Nintendo;2205232;0045496502669;;;;;;146.99;EUR;;> 20;;;;95045000
Video game consoles;841533;Nintendo 2DS black incl. New Super Mario Bros 2;Nintendo;2204532;0045496502492;;;;;;95.84;EUR;;10;;;;95045000
Video game consoles;841547;Nintendo 2DS black incl. Mario Kart 7;Nintendo;2205032;0045496502614;;;;;;104.72;EUR;;6;;;;95045000
Video game consoles;853748;Nintendo 3DS XL red New Super Mario Bros. 2;Nintendo;2204632;0045496502522;;;;;;161.13;EUR;;> 20;;;;95045000
Video game consoles;853755;Nintendo 3DS XL pink Animal Crossing;Nintendo;2205132;0045496502645;;;;;;161.13;EUR;;8;;;;95045000
Video game consoles;854609;Nintendo 2DS Transparent Red;Nintendo;2204032;0045496502263;;;;;;88.58;EUR;;7;;;;95045000
Video game consoles;854644;Nintendo 2DS white Tomodachi Life;Nintendo;2204932;0045496502584;;;;;;104.72;EUR;;0;;;;95045000
Video game consoles;855169;Microsoft Xbox 360 500GB blue incl. Toy Soldier;Microsoft;1358669;0885370859751;;;;;;170.16;EUR;;1;;;;95045000
Video game consoles;855204;Sony Playstation 3 Slim  12GB incl. Sing Star Ultimate Party;Sony;9847519;0711719847519;;;;;;182.57;EUR;;9;;;;95045000
Video game consoles;855211;Sony Playstation 3 Slim  12GB incl. Little Big Planet;Sony;9851714;0711719851714;;;;;;197.57;EUR;;3;;;;95045000
Video game consoles;858088;Nintendo Wii U Basic Pack white + Skylanders;Nintendo;2301240;0045496311742;;;;;;185.54;EUR;;3;;;;95045000
Video game consoles;859453;Sony Playstation 4 500GB incl. 3 Games USK 18;Sony;9892113;0711719892113;;;;;;352.02;EUR;;> 40;;;;84713000
Video game consoles;865116;Sony PS 4 500GB incl. GTA 5 USK 18;Sony;PS4 GTA5;0711719875116;;;;;;369.00;EUR;;3;;;;95045000
Video game consoles;867475;Sony Playstation 4 500GB white;Sony;9466314;0711719466611;;;;;;315.59;EUR;399.00;2;;;;95045000
Video game consoles;872277;Nintendo New 3DS HW white;Nintendo;2205732;0045496502928;;;;;;136.98;EUR;;> 10;;;;95045000
Video game consoles;872284;Nintendo New 3DS HW black;Nintendo;2205832;0045496502966;;;;;;136.98;EUR;;> 60;;;;95045000
Video game consoles;872291;Nintendo New 3DS XL HW metallic blue;Nintendo;2205932;0045496503000;;;;;;161.14;EUR;;8;;;;95045000
Video game consoles;872298;Nintendo New 3DS XL HW metallic black;Nintendo;2206032;0045496503048;;;;;;161.14;EUR;;> 10;;;;95045000
Video game consoles;873509;Nintendo 2DS Transparent Blue incl. Super Mario Bros. 2;Nintendo;2204132;0045496502300;;;;;;91.71;EUR;;> 50;;;;95045000
Video game consoles;884352;Sony Playstation Vita 2000 Sports & Racing Mega Pack;Sony;VITA 2000 S & R;0711719834311;;;;;;159.36;EUR;;> 20;;;;95045000
Video game consoles;890176;Sony Playstation 3 500GB incl. Watch Dogs USK 18;Sony;PS 3 WATCH DOGS;0711719441410;;;;;;207.96;EUR;;> 10;;;;95045000
Accessories for tablets;599417;Belkin iPad Accessory Bundle Stylus/Overlay/Snap Shield Case;Belkin;F5Z0361CW;0722868880135;7228688801358;;;;;25.90;EUR;39.99;1;;;;3926909790
Accessories for tablets;599424;Belkin iPad Accessory Bundle Stylus/Screen Overlay/Folio Case;Belkin;F5Z0362CW;0722868880142;;;;;;6.11;EUR;44.99;3;;;;3926909790
Accessories for tablets;599431;Belkin iPad Accessory Bundle Stylus/Screen Overlay/Leather;Belkin;F5Z0363CW;0722868880159;;;;;;12.21;EUR;69.99;> 20;;;;3926909790
Accessories for video game consoles;111120;Nintendo 3DS Cover Plate blue white checked;Nintendo;2212866;0045496510312;;;;;;10.40;EUR;;> 20;;;;95045000
Accessories for video game consoles;111127;Nintendo 3DS Cover Plate pink white striped;Nintendo;2212966;0045496510329;;;;;;10.40;EUR;;> 20;;;;95045000
Accessories for video game consoles;111134;Nintendo New 3DS Cover Plate Splatoon;Nintendo;2214366;0045496510480;;;;;;11.50;EUR;;> 40;;;;95045000
Accessories for video game consoles;336028;Nintendo Wii Motion Plus;Nintendo;2111866;0045496890339;;;;;;14.40;EUR;19.99;> 20;;;;95045000
Accessories for video game consoles;519820;Nintendo DSi / 3DS / 3DS XL Power Supply AC Adapter;Nintendo;2210066;0045496510046;;;;;;5.80;EUR;;> 100;;;;95045000
Accessories for video game consoles;552006;Nintendo 3DS Stylus Twin Pack;Nintendo;2210366;0045496510053;;;;;;4.50;EUR;6.99;1;;;;95045000
Accessories for video game consoles;641074;Nintendo Wii U Gamepad Accessory Set;Nintendo;2311066;0045496321109;;;;;;5.50;EUR;;> 10;;;;95045000
Accessories for video game consoles;641081;Nintendo Wii U Gamepad Cradle + Stand;Nintendo;2311166;0045496321116;;;;;;14.40;EUR;;4;;;;95045000
Accessories for video game consoles;657965;Hama Triple Charger for Nintendo Wii U black                73014;Hama;73014;4007249730145;;;;;;18.10;EUR;31.99;0;;;;95045000
Accessories for video game consoles;657972;Hama Schutzhülle for Nintendo Wii U                      73048;Hama;73048;4007249730480;;;;;;8.10;EUR;14.99;0;;;;95045000
Accessories for video game consoles;657979;Hama Crystal Case for Nintendo Wii U                      73049;Hama;73049;4007249730497;;;;;;9.10;EUR;15.99;10;;;;95045000
Accessories for video game consoles;729505;Nintendo 2DS Bag black-bleu;Nintendo;2210966;0045496510114;;;;;;7.20;EUR;;9;;;;95045000
Accessories for video game consoles;729512;Nintendo 2DS Bag black-red;Nintendo;2211066;0045496510121;;;;;;7.20;EUR;;> 10;;;;95045000
Accessories for video game consoles;730660;Nintendo Wii U Remote Charging Set;Nintendo;2311766;0045496321185;;;;;;30.10;EUR;;0;;;;95045000
Accessories for video game consoles;730667;Nintendo Wii U Game Pad Battery Pak;Nintendo;2311966;0045496321208;;;;;;16.10;EUR;;> 20;;;;95045000
Accessories for video game consoles;738458;Sony Playstation PS4 Dual Shock Charging Station;Sony;9230779;0711719230779;;;;;;22.00;EUR;29.99;0;;;;95045000
Accessories for video game consoles;768369;Microsoft Xbox One Play and Charge Kit;Microsoft;S3V-00003;0885370604009;0885370817591;;;;;16.32;EUR;;4;;;;95045000
Accessories for video game consoles;768383;Microsoft Xbox One Chat Headset;Microsoft;S5V-00003;0885370604047;0885370862225;;;;;16.72;EUR;;0;;;;95045000
Accessories for video game consoles;779072;Sony PS4 Wireless Headset 2.0;Sony;9281788;0711719281788;;;;;;70.90;EUR;99.99;0;;;;95045000
Accessories for video game consoles;791049;Nintendo 2DS Bag silver;Nintendo;2211166;0045496510138;;;;;;7.20;EUR;9.99;7;;;;95045000
Accessories for video game consoles;856569;Hama Dual-Charge ESS PS4 115480;Hama;115480;4047443229540;;;;;;11.90;EUR;21.99;4;;;;85044055900
Accessories for video game consoles;856576;Hama Multistand Charging Station Bluelight PS4             115455;Hama;115455;4047443253804;;;;;;26.70;EUR;53.00;> 20;;;;95045000000
Accessories for video game consoles;856583;Hama Stand Vertical PS4 115442;Hama;115442;4047443218735;;;;;;19.10;EUR;31.99;2;;;;95045000000
Accessories for video game consoles;856590;Hama Wall mount for PS4 Camera 115404;Hama;115404;4047443215215;;;;;;11.90;EUR;19.99;0;;;;39269097900
Accessories for video game consoles;856597;Hama Wall mount V3 for PS4 Camera 115475;Hama;115475;4047443235817;;;;;;11.90;EUR;21.99;10;;;;39269097900
Accessories for video game consoles;856604;Hama Design-Stand PS4 black 115443;Hama;115443;4047443248718;;;;;;6.40;EUR;10.99;3;;;;95045000000
Accessories for video game consoles;856618;Hama Racing Wheel Grip Holder for PS4 115498;Hama;115498;4047443248725;;;;;;6.40;EUR;11.99;0;;;;95045000000
Accessories for video game consoles;856625;Hama 8in1 Control Stick Attachment Kit for PS4    115406;Hama;115406;4047443215222;;;;;;4.80;EUR;8.99;> 30;;;;39269097900
Accessories for video game consoles;856632;Hama USB HUB 5-Port black for PS4 115418;Hama;115418;4047443207593;;;;;;8.60;EUR;21.99;> 10;;;;84718000000
Accessories for video game consoles;862554;Hama Design-Stand PS4 white 115445;Hama;115445;4047443261106;;;;;;6.40;EUR;10.99;6;;;;9504500000
Accessories for video game consoles;862561;Hama USB HUB 5-Port white for PS4 115446;Hama;115446;4047443263636;;;;;;11.90;EUR;21.99;8;;;;8471800000
Accessories for video game consoles;863961;Hama Insomania Wireless Overhead Headset for PS3 red;Hama;51853;4007249518538;;;;;;46.10;EUR;79.99;0;;;;95045000
Accessories for video game consoles;872326;Nintendo New 3DS Charging Cradle (white);Nintendo;2211366;0045496510152;;;;;;7.20;EUR;;> 20;;;;95045000
Accessories for video game consoles;872333;Nintendo New 3DS XL Charging Cradle;Nintendo;2211566;0045496510176;;;;;;7.20;EUR;;2;;;;95045000
Accessories for video game consoles;875308;Nintendo New 3DS Cover 001 Mario;Nintendo;2211666;0045496510183;;;;;;11.60;EUR;;> 20;;;;95045000
Accessories for video game consoles;875322;Nintendo New 3DS Cover 002 Luigi;Nintendo;2211766;0045496510206;;;;;;11.60;EUR;;> 20;;;;95045000
Accessories for video game consoles;875329;Nintendo New 3DS Cover 003 Yoshi;Nintendo;2211866;0045496510213;;;;;;11.60;EUR;;> 20;;;;95045000
Accessories for video game consoles;875336;Nintendo New 3DS Cover 004 Peach;Nintendo;2211966;0045496510220;;;;;;11.60;EUR;;> 20;;;;95045000
Accessories for video game consoles;875350;Nintendo New 3DS Cover 009 Pokemon;Nintendo;2212466;0045496510275;;;;;;11.60;EUR;;> 10;;;;95045000
Accessories for video game consoles;875364;Nintendo New 3DS Cover 010 Wooden;Nintendo;2212566;0045496510282;;;;;;19.60;EUR;;0;;;;95045000
Accessories for video game consoles;875371;Nintendo New 3DS Cover 011 Mario World Rosa;Nintendo;2212666;0045496510299;;;;;;11.60;EUR;;> 20;;;;95045000
Accessories for video game consoles;875378;Nintendo New 3DS Cover 012 Mario World white;Nintendo;2212766;0045496510305;;;;;;11.60;EUR;;> 10;;;;95045000
Accessories for video game consoles;875385;Nintendo New 3DS Cover 016 Stars;Nintendo;2213166;0045496510343;;;;;;11.60;EUR;;> 20;;;;95045000
Accessories for video game consoles;875392;Nintendo New 3DS Cover 017 camouflage;Nintendo;2213266;0045496510350;;;;;;11.60;EUR;;> 20;;;;95045000
Accessories for video game consoles;875399;Nintendo New 3DS Cover MH4U white;Nintendo;2213666;0045496510404;;;;;;11.60;EUR;;> 20;;;;95045000
Accessories for video game consoles;875406;Nintendo New 3DS Cover MH4U black;Nintendo;2213766;0045496510411;;;;;;11.60;EUR;;> 10;;;;95045000
Accessories for video game consoles;883869;Nintendo New 3DS Cover Plate 023 Zelda Majora´s Mask;Nintendo;2214066;0045496510442;;;;;;11.60;EUR;;0;;;;95045000
Accessories for video game consoles;883876;Nintendo New 3DS Cover Plate 024 Zelda Triforce;Nintendo;2214166;0045496510459;;;;;;11.60;EUR;;0;;;;95045000
Accessories for video game consoles;890729;Nintendo New 3DS Cover 007 Toad red;Nintendo;2212266;0045496510251;;;;;;11.60;EUR;;> 30;;;;95045000
Accessories for video game consoles;890736;Nintendo New 3DS Cover 008 Toad green;Nintendo;2212366;0045496510268;;;;;;11.60;EUR;;> 20;;;;95045000
Accessories for video game consoles;890743;Nintendo New 3DS Cover Plate 015 Points black/white;Nintendo;2213066;0045496510336;;;;;;10.40;EUR;;> 20;;;;95045000
Accessories for video game consoles;890750;Nintendo New 3DS Cover Plate red 018;Nintendo;2213366;0045496510367;;;;;;5.60;EUR;;> 20;;;;95045000
Accessories for video game consoles;890757;Nintendo New 3DS Cover Plate pink  019;Nintendo;2213466;0045496510374;;;;;;5.60;EUR;;> 20;;;;95045000
Accessories for video game consoles;890764;Nintendo New 3DS Cover Plate blue 020;Nintendo;2213566;0045496510381;;;;;;5.60;EUR;;> 30;;;;95045000
Accessories for video game consoles;890771;Nintendo New 3DS Cover Plate Kirby 021;Nintendo;2213866;0045496510428;;;;;;11.60;EUR;;> 20;;;;95045000
Accessories for video game consoles;890778;Nintendo New 3DS Cover Plate Pikachu 022;Nintendo;2213966;0045496510435;;;;;;11.60;EUR;;> 30;;;;95045000
Accessories for video game consoles;890785;Nintendo New 3DS Cover Plate Xenoblade 025;Nintendo;2214266;0045496510466;;;;;;11.60;EUR;;> 20;;;;95045000
PC cases & power supply units;180215;Techsolo TP 380 380 W ATX Netzteil;Techsolo;TP380;4039282889894;;;;;;20.60;EUR;;1;;;;85044030
PC cases & power supply units;495117;Techsolo STP-650 650 W ATX-Netzteil;Techsolo;STP-650;4039282890197;;;;;;26.91;EUR;;0;;;;85044030
eBook readers;102174;Kobo Glo HD black;Kobo;GLO HD;0681495007080;;;;;;107.86;EUR;;> 400;;;;84716070
eBook readers;110742;Tolino Vision 2 eReader incl. Neoprene Bag black/grey;Tolino;VISION 2 SET;;;;;;;100.05;EUR;;> 400;;;;84716070
eBook readers;702156;Tolino Shine eReader;Tolino;99920389;4016621117375;4016621118532;4016621118549;4016621118600;4016621118648;4016621122904;68.10;EUR;88.00;0;;;;84716070
eBook readers;735931;Kobo Aura black;Kobo;N514-KU-BK-K-EP;0681495005864;;;;;;84.90;EUR;149.99;> 400;;;;84716070
eBook readers;830634;Kindle Paperwhite 2014 WiFi;Kindle;B00JG8GBDM;0848719042252;;;;;;94.25;EUR;129.00;> 60;;;;84716070
eBook readers;830641;Kindle Paperwhite 2014 WiFi + 3G;Kindle;BOOJG8GYAW;0848719042221;;;;;;146.97;EUR;189.00;7;;;;84716070
eBook readers;837844;Kobo Aura H2O black;Kobo;1354452;0681495006670;;;;;;149.53;EUR;179.00;> 60;;;;84716070
eBook readers;841155;PocketBook Ultra dark brown;PocketBook;PB650-X-WW;7640152092626;;;;;;121.42;EUR;169.00;> 20;;;;84716070
eBook readers;841162;PocketBook Ultra white;PocketBook;PB650-W-WW;7640152092589;;;;;;121.42;EUR;169.00;> 10;;;;84716070
eBook readers;841169;PocketBook Ultra emerald;PocketBook;PB650-C-WW;7640152092558;;;;;;121.42;EUR;169.00;3;;;;84716070
eBook readers;841176;PocketBook InkPad dark brown;PocketBook;PB840-X-WW;7640152092671;;;;;;155.88;EUR;189.00;0;;;;84716070
eBook readers;841183;PocketBook Aqua dark blue;PocketBook;PB640-B-WW;7640152092473;;;;;;85.16;EUR;109.00;9;;;;84716070
eBook readers;841190;PocketBook Aqua white;PocketBook;PB640-D-WW;7640152092466;;;;;;85.16;EUR;109.00;7;;;;84716070
eBook readers;856072;Boox CY69HD HD E-Reader;Boox;CY69HD;6949710301004;;;;;;73.34;EUR;;0;;;;84716070
eBook readers;858452;Tolino Vision 2 eReader;Tolino;VISION2;4016621122386;4016621122423;;;;;100.05;EUR;129.00;> 400;;;;84716070
eBook readers;874909;Kindle Voyage WiFi;Kindle;B00IOY524S;0848719040227;;;;;;169.87;EUR;;> 30;;;;84716070
eBook readers;874916;Kindle Voyage WiFi + 3G;Kindle;B00GMUQCE0;0848719038378;;;;;;223.12;EUR;;> 10;;;;84716070
eBook readers;878843;PocketBook Sense incl. KENZO Cover;PocketBook;PB630-G-WW-KNZ;7640152093104;;;;;;123.16;EUR;;2;;;;84716070
eBook readers;899346;PocketBook Touch Lux 3 dark grey;PocketBook;LUX3 GREY;7640152093432;;;;;;87.28;EUR;;2;;;;84716070
eBook readers;899360;PocketBook Touch Lux 3 white;PocketBook;LUX 3 WHITE;7640152093425;;;;;;87.28;EUR;;> 30;;;;84716070
Accessories for eBook readers;101586;PocketBook Cover Light black beige;PocketBook;COVER LIGHT;7640152091520;;;;;;4.82;EUR;;> 30;;;;42029298
Accessories for eBook readers;435862;Belkin eReader Book Light white universal;Belkin;F5L076CWWHT;0722868775318;7228687753184;;;;;13.86;EUR;29.99;4;;;;94054099
Accessories for eBook readers;656236;Kobo GLO SleepCover leather black;Kobo;N613-KBO-4BK;0681495000326;;;;;;14.79;EUR;49.99;> 1000;;;;42029298
Accessories for eBook readers;737009;Kobo Aura Neoprene Case black;Kobo;N514-AC-BK-L-NP;0681495006045;;;;;;10.06;EUR;;> 10;;;;42029298
Accessories for eBook readers;737037;Kobo Aura Classic Cover black;Kobo;N514-AC-BK-O-PU;0681495006007;;;;;;16.85;EUR;;0;;;;42029298
Accessories for eBook readers;737051;Kobo Aura Classic Cover blue;Kobo;N514-AC-BL-O-PU;0681495006038;;;;;;10.18;EUR;;4;;;;42029298
Accessories for eBook readers;737058;Kobo Aura Classic Cover gold;Kobo;N514-AC-GD-O-PU;0681495005833;;;;;;10.12;EUR;;1;;;;42029298
Accessories for eBook readers;737072;Kobo Aura Classic Cover purple;Kobo;N514-AC-PL-O-PU;0681495006014;;;;;;21.47;EUR;;0;;;;42029298
Accessories for eBook readers;737086;Kobo Aura Classic Cover silver;Kobo;N514-AC-SI-O-PU;0681495006021;;;;;;10.18;EUR;;0;;;;42029298
Accessories for eBook readers;737128;Kobo Aura Sleep Cover grey;Kobo;N514-AC-GY-E-FB;0681495005970;;;;;;20.46;EUR;;0;;;;42029298
Accessories for eBook readers;737135;Kobo Aura Sleep Cover purple;Kobo;N514-AC-PL-E-PU;0681495005987;;;;;;18.16;EUR;;0;;;;42029298
Accessories for eBook readers;744737;TrekStor Neoprene bag black e-Book Reader 3.0;Trekstor;30276;4016998302763;;;;;;6.40;EUR;;1;;;;42029298
Accessories for eBook readers;744779;TrekStor Neoprene bag red e-Book Reader 3.0 / Pyrus 2;Trekstor;30338;4016998303388;;;;;;5.02;EUR;;1;;;;42029298
Accessories for eBook readers;744786;TrekStor Neoprene bag white e-Book Reader 3.0 / Pyrus 2;Trekstor;30339;4016998303395;;;;;;6.40;EUR;;2;;;;42029298
Accessories for eBook readers;744814;TrekStor Neoprene bag black e-Book Reader Pyrus;Trekstor;30279;4016998302794;;;;;;6.40;EUR;;1;;;;42029298
