article group name;item number;article description;supplier;supplier's item number;EAN number 1;EAN number 2;EAN number 3;EAN number 4;EAN number 5;EAN number 6;retail price;currency code;RRP;availability (steps);mark new prices;price changes;deleted items;customs tariff number
Instant cameras;103154;Fujifilm Instax Mini Hello Kitty Set;Fujifilm;70100118555;4260010852693;;;;;;73.42;EUR;99.00;> 100;;;;37012000
Instant cameras;117714;Polaroid  600 Camera 80's style refurbished  Set;Polaroid;PRD_2489;9120042751928;;;;;;95.21;EUR;;> 10;;;;37012000
Instant cameras;117721;Polaroid  600 Camera 90's style refurbished Set;Polaroid;PRD_2490;9120042751935;;;;;;81.99;EUR;;> 20;;;;37012000
Instant cameras;330113;Fujifilm Instax 210;Fujifilm;15952363;4547410093988;4547410095104;;;;;54.72;EUR;99.00;0;;;;37012000
Instant cameras;523187;Fujifilm Instax Mini 50S piano black;Fujifilm;16102240;4547410132847;;;;;;88.92;EUR;149.00;> 30;;;;37012000
Instant cameras;596099;Fujifilm Instax Mini 25;Fujifilm;15953812;4547410096828;4547410206654;;;;;63.51;EUR;129.00;> 40;;;;37012000
Instant cameras;643895;Fujifilm Instax Mini 25 Set;Fujifilm;70100105329;4260010852167;;;;;;68.50;EUR;139.00;0;;;;37012000
Instant cameras;643902;Fujifilm Instax Mini 50S Piano Black Set;Fujifilm;70100105331;4260010852174;;;;;;93.91;EUR;159.00;> 10;;;;37012000
Instant cameras;695289;Fujifilm Instax Mini 8 white;Fujifilm;16427688;4547410224443;;;;;;51.30;EUR;79.00;0;;;;37012000
Instant cameras;695303;Fujifilm Instax Mini 8 black;Fujifilm;16427690;4547410224467;;;;;;51.30;EUR;79.00;0;;;;37012000
Instant cameras;695310;Fujifilm Instax Mini 8 pink;Fujifilm;16427717;4547410224474;;;;;;51.30;EUR;79.00;0;;;;37012000
Instant cameras;695324;Fujifilm Instax Mini 8 blue;Fujifilm;16427729;4547410224481;;;;;;51.30;EUR;79.00;0;;;;37012000
Instant cameras;695338;Fujifilm Instax Mini 8 yellow;Fujifilm;16427743;4547410224498;;;;;;51.30;EUR;79.00;0;;;;37012000
Instant cameras;695359;Fujifilm Instax Mini 8 Set white;Fujifilm;70100106463;4260010852198;;;;;;56.34;EUR;89.00;0;;;;37012000
Instant cameras;695373;Fujifilm Instax Mini 8 Set black;Fujifilm;70100106464;4260010852181;;;;;;56.34;EUR;89.00;0;;;;37012000
Instant cameras;695380;Fujifilm Instax Mini 8 Set pink;Fujifilm;70100106465;4260010852204;;;;;;56.34;EUR;89.00;0;;;;37012000
Instant cameras;695387;Fujifilm Instax Mini 8 Set blue;Fujifilm;70100106466;4260010852211;;;;;;56.34;EUR;89.00;0;;;;37012000
Instant cameras;695394;Fujifilm Instax Mini 8 Set yellow;Fujifilm;70100106467;4260010852228;;;;;;56.34;EUR;89.00;0;;;;37012000
Instant cameras;739347;Fujifilm Instax Mini 90 Neo Classic;Fujifilm;16404583;4547410260649;;;;;;102.66;EUR;149.00;> 10;;;;37012000
Instant cameras;840203;Fujifilm Instax Wide 300;Fujifilm;16445795;4547410291735;;;;;;90.62;EUR;129.00;> 100;;;;37012000
Instant cameras;849534;Fujifilm Instax Mini 90 brown Neo Classic;Fujifilm;16423981;4547410269321;;;;;;102.66;EUR;149.00;> 40;;;;37012000
Instant cameras;849541;Fujifilm Instax Mini 8 rasperry;Fujifilm;16443838;4547410290462;;;;;;51.30;EUR;79.00;0;;;;37012000
Instant cameras;849548;Fujifilm Instax Mini 8 grape;Fujifilm;16443840;4547410290479;;;;;;51.30;EUR;79.00;0;;;;37012000
Instant cameras;849555;Fujifilm Instax Mini 8 Set rasperry;Fujifilm;70100114777;4260010852365;;;;;;56.34;EUR;89.00;0;;;;37012000
Instant cameras;849562;Fujifilm Instax Mini 8 Set grape;Fujifilm;70100114776;4260010852372;;;;;;56.34;EUR;89.00;0;;;;37012000
Digital compact cameras;100214;Sony DSC-WX500 black;Sony;DSCWX500B.CE3;4548736014138;;;;;;298.44;EUR;399.00;3;;;;85258030000
Digital compact cameras;100221;Sony DSC-WX500 red;Sony;DSCWX500R.CE3;4548736014275;;;;;;298.44;EUR;399.00;7;;;;85258030000
Digital compact cameras;100228;Sony DSC-WX500 white;Sony;DSCWX500W.CE3;4548736014183;;;;;;298.44;EUR;399.00;6;;;;85258030000
Digital compact cameras;100235;Sony DSC-HX90;Sony;DSCHX90B.CE3;4548736014299;;;;;;336.26;EUR;449.00;0;;;;85258030000
Digital compact cameras;100242;Sony DSC-HX90V;Sony;DSCHX90VB.CE3;4548736014367;;;;;;351.06;EUR;469.00;0;;;;85258030000
Digital compact cameras;101432;Easypix W1400 active blue;Easypix;;4260041684713;;;;;;48.24;EUR;;0;;;;85258030000
Digital compact cameras;101572;Panasonic Lumix DMC-TZ57 black;Panasonic;DMC-TZ57EG-K;5025232819164;;;;;;174.33;EUR;;> 40;;;;85258030000
Digital compact cameras;101579;Panasonic Lumix DMC-TZ57 white;Panasonic;DMC-TZ57EG-W;5025232819225;;;;;;174.33;EUR;;> 30;;;;85258030000
Digital compact cameras;104134;Sigma DP2 Merrill + Sigma SC-11 Soft Camera Case;Sigma;C78900/C79900;;;;;;;319.73;EUR;;> 90;;;;85258030000
Digital compact cameras;106976;Ricoh WG-30 ebony black + Floating Wrist Strap yellow;Ricoh;;;;;;;;171.72;EUR;;0;;;;
Digital compact cameras;106983;Ricoh WG-30 vermilion red + Floating Wrist Strap yellow;Ricoh;;;;;;;;171.72;EUR;;0;;;;
Digital compact cameras;106990;Ricoh WG-30 WiFi carbon grey + neopren camera case black;Ricoh;;;;;;;;188.52;EUR;;1;;;;
Digital compact cameras;107004;Ricoh WG-30 WiFi flame orange + neopren camera case black;Ricoh;;;;;;;;188.52;EUR;;> 20;;;;
Digital compact cameras;112100;Nikon COOLPIX S2900 Kit black + 4GB Card + Bag;Nikon;S2900 KIT;0018208998647;;;;;;66.90;EUR;;0;;;;85258030000
Digital compact cameras;112870;Canon PowerShot G3X;Canon;0106C002;4549292034615;;;;;;684.51;EUR;899.00;0;;;;85258030000
Digital compact cameras;115460;Canon PowerShot SX530 HS;Canon;SX530;4549292017137;;;;;;232.26;EUR;349.00;> 90;;;;85258030000
Digital compact cameras;116790;Panasonic Lumix DMC-FT5 camouflage;Panasonic;DMC-FT5EG9-Z;5025232832996;;;;;;220.73;EUR;399.00;0;;;;85258030000
Digital compact cameras;117644;Canon IXUS 275 HS black;Canon;0156C001;;;;;;;138.78;EUR;;0;;;;85258030000
Digital compact cameras;118302;Sony DSC-RX10 Mark II;Sony;DSCRX10M2.CE;4548736018969;;;;;;1194.59;EUR;1599.00;0;;;;85258030000
Digital compact cameras;118309;Sony DSC-RX100 Mark IV;Sony;DSCRX100M4.CE3;4548736017092;;;;;;858.32;EUR;1149.00;0;;;;85258030000
Digital compact cameras;118456;Sigma dp0 Quattro + LCD Viewfinder Kit;Sigma;CD0900;0085126931681;;;;;;777.94;EUR;1099.00;0;;;;85258030000
Digital compact cameras;398643;Rollei Compactline 52 pink;Rollei;10021;4048805100217;;;;;;23.12;EUR;59.99;> 40;;;;85258030000
Digital compact cameras;398664;Rollei Compactline 52 silver;Rollei;10018;4048805100187;;;;;;24.04;EUR;59.99;> 40;;;;85258030000
Digital compact cameras;398671;Rollei Compactline 52 black;Rollei;10017;4048805100170;;;;;;24.04;EUR;59.99;> 200;;;;85258030000
Digital compact cameras;475517;Rollei Compactline 52 red;Rollei;10019;4048805100194;;;;;;24.04;EUR;59.99;> 100;;;;85258030000
Digital compact cameras;480627;Rollei Sportsline 60 blue;Rollei;10028;4048805100286;;;;;;35.81;EUR;69.95;> 20;;;;85258030000
Digital compact cameras;480641;Rollei Sportsline 60 pink;Rollei;10029;4048805100293;;;;;;35.81;EUR;69.95;> 50;;;;85258030000
Digital compact cameras;480655;Rollei Sportsline 60 yellow;Rollei;10030;4048805100309;;;;;;32.33;EUR;69.95;0;;;;85258030000
Digital compact cameras;480662;Rollei Sportsline 60 green;Rollei;10031;4048805100316;;;;;;32.33;EUR;69.95;0;;;;85258030000
Digital compact cameras;592298;EasyPix KiddyPix;Easypix;10007;4260041682696;;;;;;28.84;EUR;59.90;> 10;;;;85258030000
Digital compact cameras;620893;Sigma DP2 Merrill;Sigma;C78900;0085126929121;;;;;;305.14;EUR;1099.00;> 90;;;;85258030000
Digital compact cameras;624022;Panasonic Lumix DMC-LX7 black;Panasonic;DMC-LX7EG-K;5025232681655;;;;;;248.27;EUR;529.00;> 10;;;;85258030000
Digital compact cameras;634263;Panasonic Lumix DMC-FZ200 black;Panasonic;DMC-FZ200EG-K;5025232683680;5025232771523;;;;;283.01;EUR;599.00;9;;;;85258030000
Digital compact cameras;639758;Sony DSC-RX1;Sony;DSCRX1;4905524919417;;;;;;2270.50;EUR;3099.00;0;;;;85258030000
Digital compact cameras;672168;Panasonic Lumix DMC-FT5 orange;Panasonic;DMC-FT5EG9-D;5025232724949;5025232793891;;;;;220.73;EUR;369.00;> 10;;;;85258030000
Digital compact cameras;672175;Panasonic Lumix DMC-FT5 aktive-blue;Panasonic;DMC-FT5EG9-A;5025232724932;5025232793877;;;;;220.73;EUR;369.00;> 10;;;;85258030000
Digital compact cameras;675815;Fujifilm FinePix HS50EXR;Fujifilm;4004862;4547410230581;;;;;;245.58;EUR;499.00;> 300;;;;85258030000
Digital compact cameras;677082;Sony DSC-TX30D orange;Sony;DSCTX30D.CE3;4905524939316;;;;;;194.03;EUR;279.00;7;;;;85258030000
Digital compact cameras;677089;Sony DSC-TX30B black;Sony;DSCTX30B.CE3;4905524939170;;;;;;194.03;EUR;279.00;5;;;;85258030000
Digital compact cameras;677096;Sony DSC-TX30L blue;Sony;DSCTX30L.CE3;4905524939286;;;;;;194.03;EUR;279.00;9;;;;85258030000
Digital compact cameras;698677;Panasonic Lumix DMC-LF1 black;Panasonic;DMC-LF1EG-K;5025232739004;;;;;;213.04;EUR;449.00;0;;;;85258030000
Digital compact cameras;698684;Panasonic Lumix DMC-LF1 white;Panasonic;DMC-LF1EG-W;5025232739011;;;;;;213.04;EUR;449.00;4;;;;85258030000
Digital compact cameras;703955;Ricoh GR black;Ricoh;175744;4961311883637;;;;;;450.70;EUR;749.00;> 50;;;;85258030000
Digital compact cameras;709926;Panasonic Lumix DMC-LF1 black;Panasonic;DMC-LF1EG-K;5025232739004;;;;;;213.45;EUR;449.00;2;;;;85258030000
Digital compact cameras;711970;Rollei Compactline 83 black;Rollei;10837;4048805108374;;;;;;32.23;EUR;69.99;> 30;;;;85258030000
Digital compact cameras;711977;Rollei Compactline 83 silver;Rollei;10838;4048805108381;;;;;;32.23;EUR;69.99;3;;;;85258030000
Digital compact cameras;711984;Rollei Compactline 83 pink;Rollei;10839;4048805108398;;;;;;32.23;EUR;69.99;> 10;;;;85258030000
Digital compact cameras;711991;Rollei Compactline 83 red;Rollei;10840;4048805108404;;;;;;32.23;EUR;69.99;0;;;;85258030000
Digital compact cameras;713608;Sony DSC-RX1R;Sony;DSCRX1R.CE3;4905524948622;;;;;;2313.53;EUR;3100.00;0;;;;85258030000
Digital compact cameras;715288;Panasonic Lumix DMC-FZ72 black;Panasonic;DMC-FZ72EG-K;5025232760503;;;;;;195.08;EUR;399.00;0;;;;85258030000
Digital compact cameras;722778;Canon PowerShot G16;Canon;8406B011;4960999990798;8714574610238;;;;;304.12;EUR;499.00;0;;;;85258030000
Digital compact cameras;723632;Canon PowerShot S120;Canon;8407B011;4960999989266;8714574610276;;;;;228.83;EUR;369.00;> 10;;;;85258030
Digital compact cameras;727552;Panasonic Lumix DMC-FT5 silver;Panasonic;DMC-FT5EG-S;5025232724918;5025232793839;;;;;208.27;EUR;399.00;9;;;;85258030000
Digital compact cameras;730751;Sony DSC-QX10B black;Sony;DSCQX10B.CE7;4905524951233;;;;;;138.95;EUR;199.00;0;;;;85258030000
Digital compact cameras;730758;Sony DSC-QX10W white;Sony;DSCQX70W.CE7;4905524951240;;;;;;138.95;EUR;199.00;0;;;;85258030000
Digital compact cameras;730765;Sony DSC-QX100;Sony;DSCQX100B.CE7;4905524951264;;;;;;311.60;EUR;449.00;0;;;;85258030000
Digital compact cameras;766626;Sony DSC-W810P pink;Sony;DSCW810P.CE3;4905524972061;;;;;;62.71;EUR;99.00;4;;;;85258030000
Digital compact cameras;766640;Sony DSC-W830S silver;Sony;DSCW830S.CE3;4905524972429;;;;;;75.40;EUR;129.00;0;;;;85258030000
Digital compact cameras;766661;Sony DSC-W830P pink;Sony;DSCW830P.CE3;4905524972757;;;;;;75.40;EUR;129.00;0;;;;85258030000
Digital compact cameras;766668;Sony DSC-W830V purple;Sony;DSCW830V.CE3;4905524972498;;;;;;75.40;EUR;129.00;0;;;;85258030000
Digital compact cameras;769447;Fujifilm FinePix S1;Fujifilm;16408840;4547410262643;;;;;;247.00;EUR;449.00;> 300;;;;85258030
Digital compact cameras;769454;Fujifilm FinePix S9400W black;Fujifilm;16408199;4547410262681;;;;;;204.28;EUR;299.00;> 10;;;;85258030
Digital compact cameras;769468;Fujifilm FinePix S8600 black;Fujifilm;16407080;4547410262957;;;;;;104.50;EUR;169.00;> 100;;;;85258030
Digital compact cameras;773003;Sony DSC-WX220B black;Sony;DSCWX220B.CE3;4905524980721;;;;;;138.95;EUR;199.00;0;;;;85258030000
Digital compact cameras;773010;Sony DSC-WX220N gold;Sony;DSCWX220N.CE3;4905524980790;;;;;;138.95;EUR;199.00;0;;;;85258030000
Digital compact cameras;773017;Sony DSC-WX220P pink;Sony;DSCWX220P.CE3;4905524980752;;;;;;138.95;EUR;199.00;3;;;;85258030000
Digital compact cameras;773024;Sony DSC-WX350B black;Sony;DSCWX350B.CE3;4905524981056;;;;;;194.03;EUR;279.00;0;;;;85258030000
Digital compact cameras;773031;Sony DSC-WX350W white;Sony;DSCWX350W.CE3;4905524981094;;;;;;180.05;EUR;259.00;0;;;;85258030000
Digital compact cameras;773038;Sony DSC-WX350P pink;Sony;DSCWX350P.CE3;4905524981179;;;;;;180.05;EUR;259.00;1;;;;85258030000
Digital compact cameras;773059;Sony DSC-H400B;Sony;DSCH400.CE3;4905524981629;;;;;;188.87;EUR;299.00;4;;;;85258030000
Digital compact cameras;773066;Sony DSC-HX400VB;Sony;DSCHX400VB.CE3;4905524981469;;;;;;311.60;EUR;449.00;> 10;;;;85258030000
Digital compact cameras;774242;Nikon COOLPIX P340 white;Nikon;VNA491E1;0018208939374;;;;;;191.77;EUR;369.00;> 100;;;;85258030000
Digital compact cameras;774256;Nikon COOLPIX S9600 black;Nikon;VNA500E1;0018208938919;;;;;;127.00;EUR;269.00;> 300;;;;85258030000
Digital compact cameras;774921;VTech Kidizoom Connect blue incl. Carry case;VTech;80-140814;3417761408148;;;;;;54.26;EUR;79.99;> 70;;;;85258030000
Digital compact cameras;774928;VTech Kidizoom Connect pink inkl. Tragetasche;VTech;80-140894;3417761408940;;;;;;54.26;EUR;79.99;> 60;;;;85258030000
Digital compact cameras;775579;Canon PowerShot G1X Mark II;Canon;9167B011;4549292008197;8714574615950;;;;;534.92;EUR;749.00;> 10;;;;85258030000
Digital compact cameras;775600;Canon PowerShot D30;Canon;9337B011;8714574615998;;;;;;210.82;EUR;299.00;0;;;;85258030000
Digital compact cameras;791497;Olympus TG-850 silver;Olympus;V104150SE000;4545350046279;;;;;;158.51;EUR;269.00;> 100;;;;85258030000
Digital compact cameras;791504;Olympus TG-850 black;Olympus;V104150BE000;4545350046262;;;;;;158.51;EUR;269.00;> 70;;;;85258030000
Digital compact cameras;791511;Olympus TG-850 white;Olympus;V104150WE000;4545350046286;;;;;;158.51;EUR;269.00;0;;;;85258030000
Digital compact cameras;792988;Nikon COOLPIX S810C Set black;Nikon;VNA461K001;0018208997879;;;;;;231.82;EUR;319.00;0;;;;85258030000
Digital compact cameras;817649;Rollei Compactline 750 black;Rollei;10841;4048805108411;;;;;;48.09;EUR;99.95;> 100;;;;85258030000
Digital compact cameras;817656;Rollei Compactline 750 silver;Rollei;10843;4048805108435;;;;;;48.09;EUR;99.95;> 90;;;;85258030000
Digital compact cameras;819189;Sigma dp2 Quattro;Sigma;C81900;0085126930257;;;;;;710.95;EUR;999.00;2;;;;85258030000
Digital compact cameras;820337;Fujifilm FinePix S8600 white;Fujifilm;16407341;4547410262988;;;;;;104.50;EUR;169.00;> 30;;;;85258030
Digital compact cameras;820953;Rollei Powerflex 850 black;Rollei;10844;4048805108442;;;;;;70.61;EUR;;> 300;;;;85258030000
Digital compact cameras;840658;Sony DSC-QX30B;Sony;DSCQX30B.CE7;4905524989144;;;;;;208.01;EUR;299.00;0;;;;85258030000
Digital compact cameras;840861;Nikon COOLPIX S6900 black;Nikon;VNA720E1;0018208941773;;;;;;130.48;EUR;199.00;> 20;;;;85258030000
Digital compact cameras;840868;Nikon COOLPIX S6900 white;Nikon;VNA721E1;0018208941810;;;;;;130.48;EUR;199.00;> 20;;;;85258030000
Digital compact cameras;844620;Canon PowerShot SX60 HS;Canon;9543B002;4549292017380;;;;;;353.98;EUR;499.00;> 50;;;;85258030000
Digital compact cameras;844627;Canon PowerShot G7X;Canon;9546B002;4549292020373;;;;;;415.75;EUR;579.00;> 200;;;;85258030000
Digital compact cameras;845593;Easypix W520 Surf Babe;Easypix;13007;4260041684447;;;;;;33.77;EUR;;> 40;;;;85258030000
Digital compact cameras;845607;Easypix W520 Surf Buddy;Easypix;13006;4260041684430;;;;;;33.77;EUR;;> 40;;;;85258030000
Digital compact cameras;846419;Easypix W1400 active orange;Easypix;10050;4260041684317;;;;;;48.24;EUR;69.90;0;;;;85258030000
Digital compact cameras;851781;Sigma dp1 Quattro;Sigma;C80900;0085126930585;;;;;;710.95;EUR;999.00;1;;;;85258030000
Digital compact cameras;855253;Ricoh WG-30 ebony black;Ricoh;4592;0027075287198;;;;;;165.32;EUR;229.00;0;;;;85258030000
Digital compact cameras;855260;Ricoh WG-30 vermilion red;Ricoh;4607;0027075287341;;;;;;165.32;EUR;229.00;0;;;;85258030000
Digital compact cameras;855267;Ricoh WG-30 WiFi carbon grey;Ricoh;4622;0027075287495;;;;;;179.97;EUR;249.00;1;;;;85258030000
Digital compact cameras;855274;Ricoh WG-30 WiFi flame orange;Ricoh;4637;0027075287648;;;;;;179.97;EUR;249.00;> 20;;;;85258030000
Digital compact cameras;868889;Canon IXUS 160 black;Canon;0135C001;4549292029147;;;;;;74.52;EUR;109.00;0;;;;85258030000
Digital compact cameras;868896;Canon IXUS 160 red;Canon;0144C001;4549292030174;;;;;;74.52;EUR;109.00;0;;;;85258030000
Digital compact cameras;868903;Canon IXUS 160 silver;Canon;0138C001;4549292030044;;;;;;74.52;EUR;109.00;0;;;;85258030000
Digital compact cameras;868910;Canon IXUS 160 white;Canon;0141C001;4549292030105;;;;;;74.52;EUR;109.00;> 200;;;;85258030000
Digital compact cameras;868917;Canon IXUS 170 black;Canon;0115C001;4549292028508;;;;;;98.06;EUR;149.00;> 300;;;;85258030000
Digital compact cameras;868924;Canon IXUS 170 blue;Canon;0131C001;4549292029314;;;;;;98.06;EUR;149.00;> 10;;;;85258030000
Digital compact cameras;868931;Canon IXUS 170 silver;Canon;0128C001;4549292029253;;;;;;98.06;EUR;149.00;0;;;;85258030000
Digital compact cameras;868938;Canon PowerShot N2;Canon;9770B002;4549292017465;;;;;;212.98;EUR;299.00;> 30;;;;85258030000
Digital compact cameras;868945;Canon PowerShot SX610 HS black;Canon;0111C002;4549292030631;;;;;;143.65;EUR;209.00;> 300;;;;85258030000
Digital compact cameras;868952;Canon PowerShot SX610 HS red;Canon;0113C002;4549292031096;;;;;;143.65;EUR;209.00;> 100;;;;85258030000
Digital compact cameras;868959;Canon PowerShot SX610 HS white;Canon;0112C002;4549292031034;;;;;;143.65;EUR;209.00;> 40;;;;85258030000
Digital compact cameras;868966;Canon PowerShot SX710 HS black;Canon;0109C002;4549292028980;;;;;;214.95;EUR;329.00;> 300;;;;85258030000
Digital compact cameras;868973;Canon PowerShot SX710 HS red;Canon;0110C002;4549292029741;;;;;;214.95;EUR;329.00;> 200;;;;85258030000
Digital compact cameras;869106;Rollei Sportsline 80 black;Rollei;10050;4048805100507;;;;;;48.09;EUR;79.95;> 40;;;;85258030000
Digital compact cameras;869113;Rollei Sportsline 80 blue;Rollei;10051;4048805100514;;;;;;48.09;EUR;79.95;> 20;;;;85258030000
Digital compact cameras;869134;Rollei Sportsline 80 green;Rollei;10052;4048805100521;;;;;;48.09;EUR;79.95;> 20;;;;85258030000
Digital compact cameras;869141;Rollei Sportsline 80 pink;Rollei;10053;4048805100538;;;;;;53.20;EUR;79.95;5;;;;85258030000
Digital compact cameras;870870;Nikon COOLPIX L31 Kit silver;Nikon;VNA870K001;0018208998968;;;;;;50.34;EUR;79.00;0;;;;85258030000
Digital compact cameras;870877;Nikon COOLPIX L31 Kit black;Nikon;VNA871K001;0018208998975;;;;;;50.34;EUR;79.00;0;;;;85258030000
Digital compact cameras;870884;Nikon COOLPIX L31 Kit red;Nikon;VNA872K001;0018208998982;;;;;;53.55;EUR;79.00;2;;;;85258030000
Digital compact cameras;870898;Nikon COOLPIX L31 Kit purple lineart;Nikon;VNA873K001;0018208998999;;;;;;53.55;EUR;79.00;0;;;;85258030000
Digital compact cameras;870905;Nikon COOLPIX S2900 silver;Nikon;VNA830E1;0018208942428;;;;;;64.92;EUR;99.00;0;;;;85258030000
Digital compact cameras;870912;Nikon COOLPIX S2900 black;Nikon;VNA831E1;0018208942381;;;;;;56.75;EUR;99.00;> 300;;;;85258030000
Digital compact cameras;870919;Nikon COOLPIX S2900 red;Nikon;VNA832E1;0018208942411;;;;;;64.92;EUR;99.00;0;;;;85258030000
Digital compact cameras;870926;Nikon COOLPIX S2900 purple ornament;Nikon;VNA834E1;0018208942404;;;;;;64.92;EUR;99.00;0;;;;85258030000
Digital compact cameras;870954;Nikon COOLPIX S3700 silver;Nikon;VNA820E1;0018208942664;;;;;;86.77;EUR;129.00;> 30;;;;85258030000
Digital compact cameras;870975;Nikon COOLPIX S3700 black;Nikon;VNA821E1;0018208942619;;;;;;86.77;EUR;129.00;> 30;;;;85258030000
Digital compact cameras;870982;Nikon COOLPIX S3700 red;Nikon;VNA822E1;0018208942657;;;;;;86.77;EUR;129.00;> 10;;;;85258030000
Digital compact cameras;870996;Nikon COOLPIX S3700 pink;Nikon;VNA823E1;0018208942640;;;;;;86.77;EUR;129.00;> 10;;;;85258030000
Digital compact cameras;871003;Nikon COOLPIX S3700 blue ornament;Nikon;VNA825E1;0018208942633;;;;;;86.77;EUR;129.00;0;;;;85258030000
Digital compact cameras;874741;Fujifilm S9900W black;Fujifilm;16452798;4547410296846;;;;;;211.88;EUR;329.00;2;;;;85258030000
Digital compact cameras;874748;Fujifilm S9800 black;Fujifilm;16452231;4547410296488;;;;;;189.09;EUR;299.00;0;;;;85258030000
Digital compact cameras;874755;Fujifilm XP80 blue;Fujifilm;16449351;4547410294620;;;;;;151.13;EUR;199.00;2;;;;85258030000
Digital compact cameras;874762;Fujifilm XP80 graphite/black;Fujifilm;16449545;4547410294729;;;;;;151.13;EUR;199.00;> 10;;;;85258030000
Digital compact cameras;874783;Fujifilm XP80 yellow;Fujifilm;16449923;4547410294934;;;;;;151.13;EUR;199.00;4;;;;85258030000
Digital compact cameras;877933;Panasonic Lumix DMC-FT30 black;Panasonic;DMC-FT30EG-K;5025232820191;;;;;;108.72;EUR;149.00;> 10;;;;85258030000
Digital compact cameras;877961;Panasonic Lumix DMC-SZ10 white;Panasonic;DMC-SZ10EG-W;5025232818570;;;;;;103.67;EUR;149.00;> 40;;;;85258030000
Digital compact cameras;880306;Canon PowerShot SX410 IS black;Canon;0107C002;4549292034417;;;;;;164.07;EUR;249.00;> 70;;;;85258030
Digital compact cameras;880320;Canon PowerShot SX410 IS red;Canon;0108C002;4549292034356;;;;;;164.07;EUR;249.00;> 80;;;;85258030
Digital compact cameras;880775;Nikon COOLPIX P610 black;Nikon;VNA760E1;0018208944170;;;;;;293.83;EUR;409.00;> 10;;;;85258030000
Digital compact cameras;880782;Nikon COOLPIX P610 red;Nikon;VNA761E1;0018208944187;;;;;;295.24;EUR;409.00;0;;;;85258030000
Digital compact cameras;880789;Nikon COOLPIX S9900 black;Nikon;VNA790E1;0018208943753;0018208999293;;;;;206.86;EUR;329.00;> 100;;;;85258030000
Digital compact cameras;880796;Nikon COOLPIX S9900 silver;Nikon;VNA791E1;0018208943784;;;;;;231.82;EUR;329.00;0;;;;85258030000
Digital compact cameras;880803;Nikon COOLPIX S7000 black;Nikon;VNA800E1;0018208942848;;;;;;138.81;EUR;199.00;0;;;;85258030000
Digital compact cameras;880810;Nikon COOLPIX S7000 white;Nikon;VNA801E1;0018208942879;;;;;;138.81;EUR;199.00;6;;;;85258030000
Digital compact cameras;880817;Nikon COOLPIX S7000 gold;Nikon;VNA802E1;0018208942855;;;;;;138.81;EUR;199.00;4;;;;85258030000
Digital compact cameras;880824;Nikon COOLPIX S7000 pink;Nikon;VNA803E1;0018208942862;;;;;;138.81;EUR;199.00;8;;;;85258030000
Digital compact cameras;880831;Nikon COOLPIX S33 white;Nikon;VNA850E1;0018208944064;;;;;;76.80;EUR;109.00;0;;;;85258030000
Digital compact cameras;880838;Nikon COOLPIX S33 blue;Nikon;VNA851E1;0018208944040;;;;;;76.80;EUR;109.00;0;;;;85258030000
Digital compact cameras;880845;Nikon COOLPIX S33 pink;Nikon;VNA852E1;0018208944057;;;;;;76.80;EUR;109.00;0;;;;85258030000
Digital compact cameras;880852;Nikon COOLPIX S33 yellow;Nikon;VNA853E1;0018208944071;;;;;;76.80;EUR;109.00;0;;;;85258030000
Digital compact cameras;880859;Nikon COOLPIX AW130 black;Nikon;VNA840E1;0018208943890;;;;;;231.82;EUR;329.00;0;;;;85258030000
Digital compact cameras;880866;Nikon COOLPIX AW130 blue;Nikon;VNA841E1;0018208943906;;;;;;231.82;EUR;329.00;3;;;;85258030000
Digital compact cameras;880873;Nikon COOLPIX AW130 orange;Nikon;VNA842E1;0018208943920;;;;;;231.82;EUR;329.00;0;;;;85258030000
Digital compact cameras;880880;Nikon COOLPIX AW130 camouflage;Nikon;VNA843E1;0018208943913;;;;;;231.82;EUR;329.00;0;;;;85258030000
Digital compact cameras;880887;Nikon COOLPIX AW130 yellow;Nikon;VNA844E1;0018208943937;;;;;;231.82;EUR;329.00;0;;;;85258030000
Digital compact cameras;880894;Nikon COOLPIX L340 black;Nikon;VNA780E1;0018208943104;;;;;;115.55;EUR;159.00;0;;;;85258030000
Digital compact cameras;880901;Nikon COOLPIX L840 black;Nikon;VNA770E1;0018208943647;;;;;;154.32;EUR;219.00;0;;;;85258030000
Digital compact cameras;880908;Nikon COOLPIX L840 red;Nikon;VNA771E1;0018208943661;;;;;;154.32;EUR;219.00;0;;;;85258030000
Digital compact cameras;880915;Nikon COOLPIX L840 aubergine;Nikon;VNA772E1;0018208943654;;;;;;154.32;EUR;219.00;0;;;;85258030000
Digital compact cameras;882476;Samsung WB380F white;Samsung;EC-WB380FBPWE1;8806086624879;;;;;;156.97;EUR;239.00;> 60;;;;85258030000
Digital compact cameras;882483;Samsung WB380F black;Samsung;EC-WB380FBPBE1;8806086854900;;;;;;156.97;EUR;239.00;> 30;;;;85258030000
Digital compact cameras;882490;Samsung DV180F black;Samsung;EC-DV180FBPBE1;8806086837804;;;;;;91.75;EUR;129.00;0;;;;85258030000
Digital compact cameras;882497;Samsung DV180F white;Samsung;EC-DV180FBPWE1;8806086823920;;;;;;91.75;EUR;129.00;1;;;;85258030000
Digital compact cameras;884163;Rollei Sportsline 100 orange;Rollei;10054;4044805100547;4048805100545;;;;;80.83;EUR;149.99;> 10;;;;85258030000
